Title,Author,Publication Date,Pages,Genre,Rating,Summary,Converted,num_pages
The Way of Kings,Brandon Sanderson,2010-08-31 00:00:00,1007 pages,"['Fantasy', 'Fiction', 'Epic Fantasy']",4.67,from 1 new york times bestselling author brandon sanderson the way of kings book one of the stormlight archive begins an incredible new saga of epic proportionroshar is a world of stone and storms uncanny tempests of incredible power sweep across the rocky terrain so frequently that they have shaped ecology and civilization alike animals hide in shells trees pull in branches and grass retracts into the soilless ground cities are built only where the topography offers shelterit has been centuries since the fall of the ten consecrated orders known as the knights radiant but their shardblades and shardplate remain mystical swords and suits of armor that transform ordinary men into nearinvincible warriors men trade kingdoms for shardblades wars were fought for them and won by themone such war rages on a ruined landscape called the shattered plains there kaladin who traded his medical apprenticeship for a spear to protect his little brother has been reduced to slavery in a war that makes no sense where ten armies fight separately against a single foe he struggles to save his men and to fathom the leaders who consider them expendablebrightlord dalinar kholin commands one of those other armies like his brother the late king he is fascinated by an ancient text called the way of kings troubled by overpowering visions of ancient times and the knights radiant he has begun to doubt his own sanityacross the ocean an untried young woman named shallan seeks to train under an eminent scholar and notorious heretic dalinars niece jasnah though she genuinely loves learning shallans motives are less than pure as she plans a daring theft her research for jasnah hints at secrets of the knights radiant and the true cause of the warthe result of over ten years of planning writing and worldbuilding the way of kings is but the opening movement of the stormlight archive a bold masterpiece in the makingspeak again the ancient oathslife before deathstrength before weaknessjourney before destinationand return to men the shards they once borethe knights radiant must stand again,0,1007.0
Savage Grounds,L.T. Ryan,2022-11-08 00:00:00,255 pages,"['Thriller', 'Crime', 'Mystery']",4.26,a missing womana fugitive on the runa case where nothing is what it seemsdalton savage from the bestselling rachel hatch series returns to the page in a new mystery thriller series of his ownwhen 22year old candy goes missing on a popular hiking trail suspicion falls on her recently paroled exboyfriend it was candys testimony that got him put awayand now hes after revengethe ensuing manhunt leads savage and his team into the unforgiving colorado mountains where avoiding the wild animals are the least of their worriesjust when they think theyve got their man a new development spins the case on its head who was candy really running from and are they still after herfaced with a desperate and ruthless adversary savage risks everything including losing those closest to him to see the killer brought to justice,0,255.0
Walking Disaster,Jamie McGuire,2013-04-02 00:00:00,448 pages,"['Romance', 'New Adult', 'Contemporary']",4.14,how much is too much to love travis maddox learned two things from his mother before she died love hard fight harderfinally the highly anticipated followup to the new york times bestseller beautiful disastercan you love someone too muchtravis maddox learned two things from his mother before she died love hard fight harderin walking disaster the life of travis is full of fast women underground gambling and violence but just when he thinks he is invincible abby abernathy brings him to his kneesevery story has two sides in beautiful disaster abby had her say now its time to see the story through traviss eyes,0,448.0
The Shack,William Paul Young,2007-05-01 00:00:00,248 pages,"['Fiction', 'Christian', 'Christian Fiction']",3.83,mackenzie allen philips youngest daughter missy has been abducted during a family vacation and evidence that she may have been brutally murdered is found in an abandoned shack deep in the oregon wilderness four years later in the midst of his great sadness mack receives a suspicious note apparently from god inviting him back to that shack for a weekend against his better judgment he arrives at the shack on a wintry afternoon and walks back into his darkest nightmare what he finds there will change macks world foreverin a world where religion seems to grow increasingly irrelevant the shack wrestles with the timeless question where is god in a world so filled with unspeakable pain the answers mack gets will astound you and perhaps transform you as much as it did him youll want everyone you know to read this book,0,248.0
Splintered,A.G. Howard,2013-01-01 00:00:00,371 pages,"['Fantasy', 'Young Adult', 'Retellings']",3.9,alyssa gardner hears the whispers of bugs and flowersprecisely the affliction that landed her mother in a mental hospital years before this family curse stretches back to her ancestor alice liddell the reallife inspiration for lewis carrolls alices adventures in wonderland alyssa might be crazy but she manages to keep it together for nowwhen her mothers mental health takes a turn for the worse alyssa learns that what she thought was fiction is based in terrifying reality the real wonderland is a place far darker and more twisted than lewis carroll ever let on there alyssa must pass a series of tests including draining an ocean of alices tears waking the slumbering tea party and subduing a vicious bandersnatch to fix alices mistakes and save her family she must also decide whom to trust jeb her gorgeous best friend and secret crush or the sexy but suspicious morpheus her guide through wonderland who may have dark motives of his own,0,371.0
Shadowfever,Karen Marie Moning,2011-01-18 00:00:00,608 pages,"['Fantasy', 'Urban Fantasy', 'Paranormal']",4.39,evil is a completely different creature mac evil is bad that believes its good  mackayla lane was just a child when she and her sister alina were given up for adoption and banished from ireland forever  twenty years later alina is dead and mac has returned to the country that expelled them to hunt her sisters murderer but after discovering that she descends from a bloodline both gifted and cursed mac is plunged into a secret history an ancient conflict between humans and immortals who have lived concealed among us for thousands of yearswhat follows is a shocking chain of events with devastating consequences and now mac struggles to cope with grief while continuing her mission to acquire and control the sinsar dubh  a book of dark forbidden magic scribed by the mythical unseelie king containing the power to create and destroy worldsin an epic battle between humans and fae the hunter becomes the hunted when the sinsar dubh turns on mac and begins mowing a deadly path through those she loveswho can she turn to who can she trust who is the woman haunting her dreams more important who is mac herself and what is the destiny she glimpses in the black and crimson designs of an ancient tarot cardfrom the luxury of the lord masters penthouse to the sordid depths of an unseelie nightclub from the erotic bed of her lover to the terrifying bed of the unseelie king macs journey will force her to face the truth of her exile and to make a choice that will either save the world    or destroy it,0,608.0
Leven Thumps and the Gateway to Foo,Obert Skye,2005-04-01 00:00:00,368 pages,"['Fantasy', 'Young Adult', 'Fiction']",3.75,welcome to foofourteenyearold leven thumps aka lev lives a wretched life in burnt culvert oklahoma but his life is about to change and his destiny be fulfilled as he learns about a secret gateway that bridges two worlds  the real world and foo a place created at the beginning of time in the folds of the mind that makes it possible for mankind to dream and hope aspire and imagine but foo is in chaos and three transplants from that dreamworld have been sent to retrieve lev who alone has the power to save fooenter clover a wisecracking foothigh sidekick winter a girl with a special power of her own and geth the rightful heir to foo their mission to convince lev that he has the power to save foo can this unique band of travelers help lev overcome his doubt will lev find the gateway in time or will sabine and his dark shadows find the gateway first and destroy mankind,0,368.0
Termination Shock,Neal Stephenson,2021-10-27 00:00:00,708 pages,"['Science Fiction', 'Fiction', 'Audiobook']",3.84,a visionary technothriller about climate change neal stephensons sweeping prescient new novel transports readers to a nearfuture world where the greenhouse effect has inexorably resulted in a whirlingdervish troposphere of superstorms rising sea levels global flooding merciless heat waves and virulent deadly pandemics one man has a big idea for reversing global warming a master plan perhaps best described as elemental but will it work and just as important what are the consequences for the planet and all of humanity should it be applied ranging from the texas heartland to the dutch royal palace in the hague from the snowcapped peaks of the himalayas to the sunbaked chihuahuan desert termination shock brings together a disparate group of characters from different cultures and continents who grapple with the reallife repercussions of global warming ultimately it asks the question might the cure be worse than the disease,0,708.0
Polaris Rising,Jessie Mihalik,2019-02-05 00:00:00,448 pages,"['Romance', 'Science Fiction', 'Space Opera']",3.92,a space princess on the run and a notorious outlaw soldier become unlikely allies in this imaginative sexy space opera adventurethe first in an exciting science fiction trilogyin the far distant future the universe is officially ruled by the royal consortium but the high councillors the heads of the three high houses wield the true power as the fifth of six children ada von hasenberg has no authority her only value to her high house is as a pawn in a political marriage when her father arranges for her to wed a noble from house rockhurst a man she neither wants nor loves ada seizes control of her own destiny the spirited princess flees before the betrothal ceremony and disappears among the starsada eluded her fathers forces for two years but now her luck has run out to ensure she cannot escape again the fiery princess is thrown into a prison cell with marcus loch known as the devil of fornax zero loch is rumored to have killed his entire chain of command during the fornax rebellion and the consortium wants his headwhen the ship returning them to earth is attacked by a battle cruiser from rival house rockhurst ada realizes that if her jilted fiancé captures her shell become a political prisoner and a liability to her house her only hope is to strike a deal with the dangerous a fortune if he helps her escapebut when you make a deal with an irresistibly attractive devil you may lose more than you bargained for   ,0,448.0
On Destiny,Aileen Erin,2022-07-19 00:00:00,432 pages,"['Science Fiction Fantasy', 'Fiction', 'Science Fiction']",4.18,when amihanna di aetes first got to selani she never thought shed have the full support of the aunare but she does she never thought that shed fall in love get married or become the high queen but she did she never thought that shed be planning something so stupid as her return to earth but thats exactly what shes doingwith the alliance broken spacetech has fully retreated to their home planet but the chaos of war will descend again amihanna and lorne know they dont have much time to plan their next move everything in their guts tells them to head straight to earth and that going into the heart of spacetechs territory is stupid reckless and very likely deadlyamihanna and lorne have one chance to end this war quickly protect the aunare free the earthers from spacetechs rule and save declan ahiga and the missing abq crew members trying to do it all feels impossible but amihanna has never been one to back down from a challenge especially when defeating spacetech was never just her mission its her destiny,0,432.0
The Somerset Slayings,David J. Gatward,2024-09-30 00:00:00,274 pages,"['Police', 'Crime', 'Young Adult']",4.35,a fresh start filled with ghosts and heartache can she face her own demons and stop a malevolent murderersomerset england di gordy haig is drowning in grief devastated and heartbroken the dedicated scot questions her decision to transfer and take on a new role in a town full of strangers and just as shes tempted to give up a body is found gruesomely displayed in the ruins of a castledigging into the grisly crime while still living out of a suitcase the tenacious investigator puzzles over the staged homicide and its apparent mirroring of a death scene from a horror movie as she battles with nightmares and little sleep and struggles to focus on the day job a second body is found  once again mirroring another grotesque cinematic murderas the clues reveal a link to an unfinished horror movie can gordy roll the credits on a mystery steeped in history and deceitthe somerset slayings is the gripping first book in the di haig crime thrillers series if you like wounded but dogged heroines twisted tales of retribution and the past returning with a vengeance then youll love david j gatwards heartstopping procedural,0,274.0
The Last Run,David Archer,2023-10-24 00:00:00,307 pages,['Thriller'],4.35,fate has an ironic sense of timinghardened exhitman peter black is back working the dark corridors of the cia it just so happens that fate has an ironic sense of timing his first week back coincides with the unleashing of a cataclysmic virus that plunges the world into unparalleled turmoil the sole antidote hides in a secret lab hidden beneath sudans burning desert but with the country on the verge of civil war the cias initial extraction mission fails losing the vital cure in a maelstrom of savage violenceas the clock ticks and desperation grows peter is thrown into the conflicts raging heart racing to retrieve the cure while evading deadly threats navigating a gauntlet of hostile soldiers renegade rebels ruthless bounty hunters cunning russian agents thieves and scoundrels peter strives to pull humanity back from the brink of annihilation in this thrilling tale of survival courage and redemption,0,307.0
Dark Voyage Matters of the Mind,I.T. Lucas,2023-12-09 00:00:00,410 pages,"['Love', 'Realistic Fiction', 'Fiction']",4.57,as conflicting expectations strain dagor and frankies budding relationship they join a shore excursion to the ruins of tehuacalo where an ancient map of dubious origins claims a powerful amulet is buried despite kians reservations about the danger of entering cartel territory kalugal is set on leading the group of immortals gods and one human on an adventure and promises they will be back in time for amanda and dalhus weddingwhen the leisurely archeological quest turns into a deadly conflict the group stumbles upon a much more precious treasure than the amulet they have set out to uncover,0,410.0
Bitterblue,Kristin Cashore,2012-05-01 00:00:00,576 pages,"['Fantasy', 'Young Adult', 'Romance']",4.0,eight years have passed since the young princess bitterblue and her country were saved from the vicious king leck now bitterblue is the queen of monsea and her land is at peacebut the influence of her father a violent psychopath with mindaltering abilities lives on her advisers who have run the country on her behalf since lecks death believe in a forwardthinking plan to pardon all of those who committed terrible acts during lecks reign and to forget every dark event that ever happened monseas past has become shrouded in mystery and its only when bitterblue begins sneaking out of her castle  curious disguised and alone  to walk the streets of her own city that she begins to realise the truth her kingdom has been under the thirtyfiveyear long spell of a madman and now their only chance to move forward is to revisit the pastwhatever that past holdstwo thieves who have sworn only to steal what has already been stolen change her life forever they hold a key to the truth of lecks reign and one of them who possesses an unidentified grace may also hold a key to her heart   ,0,576.0
The Swimmer,Loreth Anne White,2024-09-10 00:00:00,349 pages,"['Thriller', 'Mystery', 'Mystery Thriller']",4.14,a deviously twisty novel of psychological suspense about secrets neighbors a need to belong and murder by the awardwinning author of the maids diary socially awkward chloe cooper divides her time between dog walking bartending caring for her ailing mother and at a safe distance watching people and inventing the stories of their lives like chloes new neighbors glamorous influencer jemma spengler and jemmas husband adam a renowned surgeon theyre attractive wealthy and in a house of open windows so exposeda move to the pacific northwest is supposed to be a fresh start for jemma and adam its a renewed commitment to a marriage fractured by secrets a chance to work through the tragic losses in their past for jemma however this new beginning also comes with an unnerving sensation that shes being watchedthen on a fogshrouded beach early in the morning chloe witnesses the murder of a swimmer her suspicions aroused she suddenly sees her neighbors in a sinister new light but as a detective and her partner close in nothing is quite as it seems because the spenglers are not the only ones with secrets and chloe isnt the only one whos been watching,0,349.0
The Day the Crayons Quit,Drew Daywalt,2013-06-27 00:00:00,30 pages,"['Picture Books', 'Childrens', 'Fiction']",4.42,"poor duncan just wants to color but when he opens his box of crayons he finds only letters all saying the same thing we quitbeige is tired of playing second fiddle to brown blue needs a break from coloring all that water while pink just wants to be used green has no complaints but black wants to be used for more than just outlining and orange and yellow are no longer speakingeach believes he is the true color of the sunwhat can duncan possibly do to appease all of the crayons and get them back to doing what they do bestdebut author 
drew daywalt
 and new york times bestseller 
oliver jeffers
 create a colorful solution in this playful imaginative story that will have children laughing and playing with their crayons in a whole new way join in on the fun and games find out why the crayons are mad and how duncan takes care of this dilemmaage range 36  lexile score ad730ledition msrp us 17⁹⁹ isbn 9780399255373manufactured in china",0,30.0
Dark State,Jack     Slater,2021-12-15 00:00:00,454 pages,"['Thriller', 'Fiction', 'Spy Thriller']",4.43,if you come after the cias most feared assassin theres one cardinal rule dont missamerica is under attack thousands lie dead after simultaneous strikes across the country the day will come to be known as bloody mondayjason trapp codename hangman was a covert operative whose feats became the stuff of legend he was the tip of the spearthe man his country unleashed when all hope was lostsix months ago someone sold him out the agency listed him as killed in action he lost everythingand everyonehe held dearbut trapps not that easy to kill as his country reels from the deadliest terrorist attacks it has ever witnessed trapps personal vendetta leads him right back to where he started duty to his country the violence the terror the assassination of his partner its all connectedand now the hangman is coming for the guiltyfans of ryan reacher and bourne will love betrayed cia operative jason trapp who stars in a pulsepounding revenge thriller in 2019s breakout hitnote dark state was previously published as deep state,0,454.0
The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000-09-19 00:00:00,639 pages,"['Fiction', 'Historical Fiction', 'Novels']",4.18,joe kavalier a young jewish artist who has also been trained in the art of houdiniesque escape has just smuggled himself out of naziinvaded prague and landed in new york city his brooklyn cousin sammy clay is looking for a partner to create heroes stories and art for the latest novelty to hit america  the comic book drawing on their own fears and dreams kavalier and clay create the escapist the monitor and luna moth inspired by the beautiful rosa saks who will become linked by powerful ties to both men with exhilarating style and grace michael chabon tells an unforgettable story about american romance and possibility,0,639.0
Always Remember: Ben's Story,Mary Balogh,2024-01-16 00:00:00,368 pages,"['Romance', 'Historical Romance', 'Historical']",4.15,lady jennifer arden and ben ellis know that a match between them is out of the question yet their hearts yearn for the impossible left unable to walk by a childhood illness lady jennifer sister of the duke of wilby has grown up to make a happy place for herself in society outgoing and cheerful she has many friends and enjoys the pleasures of high societyeven if she cannot dance at balls or stroll in hyde park she is blessed with a large loving and protective family but she secretly dreams of marriage and children and of walkingand dancingwhen ben ellis comes across lady jennifer as she struggles to walk with the aid of primitive crutches he instantly understands her yearning he is a fixer it is often said of him that he never saw a practical problem he did not have to solve he wants to help her discover independence and motiondriving a carriage swimming even walking a different way but he must be careful he is the bastard son of the late earl of stratton though he was raised with the earls family he knows he does not really belong in the world of the tonjennifer is shockedand intriguedby bens ideas and both families are alarmed by the growing friendship and perhaps more that they sense developing between the two a dukes sister certainly cannot marry the bastard son of an earl except sometimes love can find a way,0,368.0
The Alaska Job,Vince Milam,2023-05-30 00:00:00,316 pages,['Thriller'],4.5,case lee embarks on an adrenalinefueled quest filled with ancient secrets and lethal adversaries as he follows an ageold treasure trail packed with mysterytasked with recovering a fabled billiondollar hoard case becomes entangled in a web of espionage assassins and ruthless competitors as he follows the trail of clues etched in longago history danger lurks at every turn from encounters with enigmatic buddhist monks to unearthing secrets held by longforgotten russian fur traders cases journey evolves into a race against time and a battle for survival spies and brutal treasure hunters are hot on his trail creating a combustible mix of shadowy intentions and insatiable greedcase must rely on his instincts and experience to navigate a world where every step could be his last to even the odds case calls on his former teammates unleashing their special skills in a highstakes race against time brace yourself for a whiteknuckle ride through korea windswept arctic islands and alaskas untamed wilderness as case is pushed to the brink twists and turns and nonstop action hallmark this globetrotting mystery thrillerthe twelfth standalone novel from bestselling author vince milam,0,316.0
Starter Villain,John Scalzi,2023-09-19 00:00:00,264 pages,"['Science Fiction', 'Fiction', 'Fantasy']",4.14,inheriting your uncles supervillain business is more complicated than you might think particularly when you discover whos running the placecharlies life is going nowhere fast a divorced substitute teacher living with his cat in a house his siblings want to sell all he wants is to open a pub downtown if only the bank will approve his loanthen his longlost uncle jake dies and leaves his supervillain business complete with island volcano lair to charliebut becoming a supervillain isnt all giant laser death rays and lava pits jake had enemies and now theyre coming after charlie his uncle might have been a standup oldfashioned kind of villain but these are the real thing rich soulless predators backed by multinational corporations and venture capitalits up to charlie to win the war his uncle started against a league of supervillains but with unionized dolphins hyperintelligent talking spy cats and a terrifying henchperson at his side going bad is starting to look pretty goodin a dogeatdog worldbe a cat,0,264.0
The Gathering,Kelley Armstrong,2011-04-12 00:00:00,359 pages,"['Young Adult', 'Fantasy', 'Paranormal']",4.02,sixteenyearold maya is just an ordinary teen in an ordinary town sure she doesnt know much about her background  the only thing she really has to cling to is an odd pawprint birthmark on her hip  but she never really put much thought into who her parents were or how she ended up with her adopted parents in this tiny medicalresearch community on vancouver islanduntil nowstrange things have been happening in this claustrophobic town  from the mountain lions that have been approaching maya to her best friends hidden talent for feeling out people and situations to the sexy new bad boy who makes maya feeldifferent combine that with a few unexplained deaths and a mystery involving mayas biological parents and its easy to suspect that this town might have more than its share of skeletons in its closet,0,359.0
The Eden Paradox,Barry Kirwan,2011-02-16 00:00:00,392 pages,"['Science Fiction', 'Fiction', 'Space Opera']",4.22,in 2063 earths overheated climate and warravaged cities are near breaking point a new habitable planet is discovered within reach but the first two missions have failed to return this is the story of the third mission to eden what really awaits the crew of four as they make the long journey to this supposed uninhabited virgin planet and what is the link to the secret 900 year old sect known as alicians back on earth while blake leads the eden mission a young researcher named micah discovers a terrible truth that threatens the very existence of humanity,0,392.0
The Heir,Kiera Cass,2015-05-05 00:00:00,342 pages,"['Romance', 'Young Adult', 'Dystopia']",3.63,princess eadlyn has grown up hearing endless stories about how her mother and father met twenty years ago america singer entered the selection and won the heart of prince maxon  and they lived happily ever after eadlyn has always found their fairytale story romantic but she has no interest in trying to repeat it if it were up to her shed put off marriage for as long as possiblebut a princesss life is never entirely her own and eadlyn cant escape her very own selectionno matter how fervently she protestseadlyn doesnt expect her story to end in romance but as the competition begins one entry may just capture eadlyns heart showing her all the possibilities that lie in front of her    and proving that finding her own happily ever after isnt as impossible as shes always thought,0,342.0
The Grand Delusion,Heath Sommer,2010-09-30 00:00:00,410 pages,"['Mystery', 'Psychology', 'Fiction']",4.18,loner addy siwel only wanted answers when she signed up for a freshman course in theologywhat she got was the attention of a murderer in the grand delusion dr heath sommer brings to life the precursor stories of characters john joe addy siwel and merci bowku who were introduced to the world in the 2009 contemporary mystery the manufactured identity terrorstruck the three protagonists vie against a backdrop of ironic evil as they are stalked by an unidentified villain who breaks all the rules and sends chief of police and reluctant clairvoyant frank murphy scrambling against the clock in a murder mystery showdown that leaves all questioning what is real and what is beyond this world,0,410.0
Gabriel's Ghost,Linnea Sinclair,2002-02-14 00:00:00,447 pages,"['Romance', 'Science Fiction', 'Fiction']",3.73,awardwinning author linnea sinclair brings her special sizzle to science fiction with this actionpacked blend of otherworldly adventure and sexy stellar romance    after a decade of piloting interstellar patrol ships former captain chasidah bergren onetime pride of the sixth fleet finds herself courtmartialed for a crime she didn t commitand shipped off to a remote prison planet from which no one ever escapes but when she kills a brutal guard in an act of selfdefense someone even more dangerous emerges from the shadowsgabriel sullivanalpha mercenary smuggler and rogueis supposed to be dead yet now this seductive ghost from chazs past is offering her a ticket to freedomfor a price someone in the empire is secretly breeding vicious and uncontrollable killing machines that have long been outlawed gabriel needs chaz to help him stop the practice before it decimates imperial space the mission means putting their lives on the linebut the tensions that heat up between them may be the riskiest part of all,0,447.0
Little Blue Truck,Alice Schertle,2008-05-01 00:00:00,32 pages,"['Picture Books', 'Childrens', 'Fiction']",4.51,beep beep beep meet blue a muddy country road is no match for this little pick upthat is until he gets stuck while pushing a dump truck out of the muck luckily blue has made a pack of farm animal friends along his route and theyre willing to whatever it takes to get their pal back on the roadfilled with truck sounds and animals noises here is a rollicking homage to the power of friendship and the rewards of helping others,0,32.0
The Secret to Hummingbird Cake,Celeste Fletcher McHale,2016-02-09 00:00:00,304 pages,"['Fiction', 'Chick Lit', 'Contemporary']",4.0,why wont you just tell me whats in that cake id been trying to get laines recipe for years we all hadwhen all else fails turn to the divine taste of hummingbird cakein the south you always say yes maam and no maam you know everybodys business football is a lifestyle not a pastime foodespecially dessert is almost a religious experience and you protect your friends as fiercely as you protect your family even if the threat is something you cannot seein this spoton southern novel brimming with wit and authenticity youll laugh alongside lifelong friends navigate the sometimes rocky path of marriage and roll through the outrageous curveballs that life sometimes throws    from devastating pain to absolute joy and if youre lucky you just may discover the secret to hummingbird cake along the way,0,304.0
Angelfire,Courtney Allison Moulton,2011-02-15 00:00:00,453 pages,"['Young Adult', 'Angels', 'Fantasy']",3.93,first there are nightmaresevery night ellie is haunted by terrifying dreams of monstrous creatures that are hunting her killing herthen come the memorieswhen ellie meets will she feels on the verge of remembering something just beyond her grasp his attention is intense and romantic and ellie feels like her soul has known him for centuries on her seventeenth birthday on a dark street at midnight will awakens ellies power and she knows that she can fight the creatures that stalk her in the grim darkness only will holds the key to ellies memories whole lifetimes of them and when she looks at him she can no longer pretend anything was just a dreamnow she must huntellie has power that no one can match and her role is to hunt and kill the reapers that prey on human souls but in order to survive the dangerous and ancient battle of the angels and the fallen she must also hunt for the secrets of her past lives and truths that may be too frightening to remember,0,453.0
"Bone, Vol. 1: Out from Boneville",Jeff Smith,1991-07-03 00:00:00,138 pages,"['Graphic Novels', 'Comics', 'Fantasy']",4.19,after being run out of boneville the three bone cousins fone bone phoney bone and smiley bone are separated and lost in a vast uncharted desertone by one they find their way into a deep forested valley filled with wonderful and terrifying creatureshumor mystery and adventure are spun together in this actionpacked sidesplitting saga everyone who has ever left home for the first time only to find that the world outside is strange and overwhelming will love bone,0,138.0
Night Owl,Andrew Mayne,2023-10-17 00:00:00,312 pages,"['Thriller', 'Mystery', 'Fiction']",4.17,a shocking act of sabotage draws a retired spy into a deadly conspiracy in an explosive thriller by an amazon charts and wall street journal bestselling authorafter three decades in counterintelligence brad trasker is retired disillusioned and dealing with a tragic loss spy games are behind him until he attends the launch of a nextgeneration aircraft when the project of innovative aerospace ceo kylie connor explodes on the tarmacnearly killing her in the processtrasker is pulled back into the line of firethe mystery of the sabotage quickly deepens all kylies data has been wiped from the server one of her engineers has disappeared a seed investor has died in a suspicious car accident and a coldblooded murder raises the stakes even higherto discover whos pulling the strings behind a dangerous conspiracy trasker needs to find a motive corporate espionage revenge or something he cant yet see targeted by assassins he finds himself overmatched when he realizes he cant trust anyoneincluding kylie too long out of a game he no longer understands trasker must adapt or die,0,312.0
A Hunger Like No Other,Kresley Cole,2006-03-28 00:00:00,360 pages,"['Paranormal', 'Paranormal Romance', 'Vampires']",4.08,a fierce werewolf and a bewitching vampire become unlikely soul mates whose passion will test the boundaries of life and deathafter enduring years of torture from the vampire horde lachlain macrieve leader of the lykae clan is enraged to find the predestined mate hes waited millennia for is a vampire or partly one emmaline troy is a small ethereal half valkyriehalf vampire who somehow begins to soothe the fury burning within himsheltered emmaline finally sets out to uncover the truth about her deceased parentsuntil a powerful lykae claims her as his mate and forces her back to his ancestral scottish castle there her fear of the lykaeand their notorious dark desiresebbs as he begins a slow wicked seduction to sate her own dark cravingsyet when an ancient evil from her past resurfaces will their desire deepen into a love that can bring a proud warrior to his knees and turn a gentle beauty into the fighter she was born to be,0,360.0
Keeping the Moon,Sarah Dessen,1999-09-01 00:00:00,228 pages,"['Young Adult', 'Romance', 'Contemporary']",3.84,there is an alternate cover edition for this isbn13 herecolie expects the worst when shes sent to spend the summer with her eccentric aunt mira while her mother queen of the television infomercial tours europe always an outcast  first for being fat and then for being easy  colie has no friends at home and doesnt expect to find any in colby north carolina but then she lands a job at the last chance cafe and meets fellow waitresses morgan and isabel best friends with a loving yet volatile relationship wacky yet wise morgan and isabel help colie see herself in a new way and realize the potential that has been there all along,0,228.0
Hyperion,Dan Simmons,1989-05-26 00:00:00,500 pages,"['Science Fiction', 'Fiction', 'Fantasy']",4.27,on the world called hyperion beyond the law of the hegemony of man there waits the creature called the shrike there are those who worship it there are those who fear it and there are those who have vowed to destroy it in the valley of the time tombs where huge brooding structures move backward through time the shrike waits for them all on the eve of armageddon with the entire galaxy at war seven pilgrims set forth on a final voyage to hyperion seeking the answers to the unsolved riddles of their lives each carries a desperate hopeand a terrible secret and one may hold the fate of humanity in his hands,0,500.0
A Witch's Guide to Fake Dating a Demon,Sarah  Hawley,2023-03-07 00:00:00,367 pages,"['Romance', 'Fantasy', 'Paranormal']",3.64,mariel spark knows not to trust a demon especially one that wants her soul but whats a witch to do when he wont leave her sideand she kind of doesnt want him tomariel spark is prophesied to be the most powerful witch seen in centuries of the famed spark family but to the displeasure of her mother she prefers baking to brewing potions and gardening to casting hexes when a spell to summon flour goes very wrong mariel finds herself staring down a demonone she inadvertently summoned for a soul bargainozroth the ruthless is a legend among demons powerful and merciless he drives hard bargains to collect mortal souls but his reputation has suffered ever since a bargain went awryif he can strike a bargain with mariel he will earn back his deadly reputation ozroth cant leave mariels side until they complete a bargain which she refuses to do turns out some humans are attached to their souls but the witch is funny and curvy and disgustingly yet endearingly cheerful becoming awkward roommates quickly escalates when mariel terrified to confess the inadvertent summoning to her mother blurts out that shes dating ozroth as ozroth and mariel struggle with their opposing goals and maintaining a fake relationship real attraction blooms between them but ozroth has a limited amount of time to strike the deal and if mariel gives up her soul shell lose all her emotionsincluding lovewhich will only spell disaster for them both,0,367.0
Blood Orange,Karina Halle,2022-10-16 00:00:00,314 pages,"['Fantasy', 'Vampires', 'Romance']",3.82,from new york times bestselling author karina halle comes a dark and delicious dracula retelling filled with secrets and lies dangerous liaisons and a forbidden studentteacher second chance love story with a twist my heart will always find yoursdahlia abernathy has only known revenge when her parents were killed at an early age by vampires dahlia spent the rest of her life under the thumb of the witchs guild being trained to kill them her latest mission sends her undercover to a prestigious music academy in venice italy her goal to kill professor valtu aminoff her teacher and the notorious vampire who inspired bram stokers draculabut getting close to a dangerous vampire like professor aminoff is one thing falling for him is another with dahlias appearance disguised under a glamor spell valtu has no idea that the woman who has become his new dark obsession is actually the reincarnation of the woman he loved and lost twice beforeand dahlia doesnt remember that the very man she has been sent to kill is the love of her lifewill their love come through and transcend time once again or are the fated lovers destined to let history repeat itselfblood orange is a modernday dracula retelling about the reallife dracula that inspired bram stoker this is a dark vampire romance with plenty of content warnings please check interior of book for extensive list as it is spicy and while it is a spinoff of the dark eyes duet you do not need to read any other books before blood orange,0,314.0
Wintergirls,Laurie Halse Anderson,2009-03-19 00:00:00,278 pages,"['Young Adult', 'Fiction', 'Contemporary']",3.96,lia and cassie are best friends wintergirls frozen in fragile bodies competitors in a deadly contest to see who can be the thinnest but then cassie suffers the ultimate lossher lifeand lia is left behind haunted by her friends memory and feeling guilty for not being able to help save herin her most powerfully moving novel since speak awardwinning author laurie halse anderson explores lias struggle her painful path to recovery and her desperate attempts to hold on to the most important thing of allhope,0,278.0
The Magicians' Guild,Trudi Canavan,2001-10-24 00:00:00,467 pages,"['Fantasy', 'Magic', 'Young Adult']",3.95,we should expect this young woman to be more powerful than our average novice possibly even more powerful than the average magicianthis year like every other the magicians of imardin gather to purge the city of undesirables cloaked in the protection of their sorcery they move with no fear of the vagrants and miscreants who despise them and their workuntil one enraged girl barely more than a child hurls a stone at the hated invadersand effortlessly penetrates their magical shieldwhat the magicians guild has long dreaded has finally come to pass there is someone outside their ranks who possesses a raw power beyond imagining an untrained mage who must be found and schooled before she destroys herself and her city with a force she cannot yet control,0,467.0
